,103_AM_(CVD),105_CD40-L_(CVD),106_GDF-15_(CVD),107_PlGF_(CVD),108_SELE_(CVD),109_EGF_(CVD),111_SRC_(CVD),112_IL-1ra_(CVD),113_IL-6_(CVD),114_CSTB_(CVD),116_KLK6_(CVD),117_Gal-3_(CVD),118_PAR-1_(CVD),121_hK11_(CVD),122_TIE2_(CVD),123_TF_(CVD),124_TNF-R1_(CVD),125_PDGF subunit B_(CVD),126_IL27-A_(CVD),129_LOX-1_(CVD),130_TRAIL-R2_(CVD),134_IL-6RA_(CVD),135_TNF-R2_(CVD),136_MMP-3_(CVD),137_HSP 27_(CVD),139_PRL_(CVD),140_MPO_(CVD),141_GH_(CVD),143_RETN_(CVD),144_FAS_(CVD),145_PAPPA_(CVD),148_PTX3_(CVD),149_REN_(CVD),150_CHI3L1_(CVD),151_ST2_(CVD),152_TIM_(CVD),154_mAmP_(CVD),157_PSGL-1_(CVD),158_MB_(CVD),159_TM_(CVD),160_IL-16_(CVD),162_U-PAR_(CVD),164_CTSD_(CVD),165_RAGE_(CVD),166_CCL3_(CVD),167_MMP-7_(CVD),170_CXCL16_(CVD),171_Dkk-1_(CVD),172_SIRT2_(CVD),173_GAL_(CVD),174_AGRP_(CVD),177_t-PA_(CVD),178_HB-EGF_(CVD),179_ESM-1_(CVD),181_VEGF-D_(CVD),182_MMP-12_(CVD),183_SPON1_(CVD),185_CTSL1_(CVD),187_FABP4_(CVD),188_BNP_(CVD),189_LEP_(CVD),191_CA-125_(CVD),192_NEMO_(CVD),193_FS_(CVD),194_PECAM-1_(CVD),195_NT-pro-BNP_(CVD),196_ECP_(CVD),101_IL-8_(INF),102_VEGF-A_(INF),103_BDNF_(INF),105_MCP-3_(INF),106_GDNF_(INF),107_CDCP1_(INF),108_CD244_(INF),109_IL-7_(INF),110_OPG_(INF),111_LAP TGF-beta-1_(INF),112_uPA_(INF),114_IL-17C_(INF),115_MCP-1_(INF),116_IL-17A_(INF),117_CXCL11_(INF),118_AXIN1_(INF),120_TRAIL_(INF),122_CXCL9_(INF),123_CST5_(INF),126_OSM_(INF),128_CXCL1_(INF),130_CCL4_(INF),131_CD6_(INF),132_SCF_(INF),133_IL-18_(INF),134_SLAMF1_(INF),135_TGF-alpha_(INF),136_MCP-4_(INF),137_CCL11_(INF),138_TNFSF14_(INF),139_FGF-23_(INF),140_IL-10RA_(INF),141_FGF-5_(INF),142_MMP-1_(INF),143_LIF-R_(INF),144_FGF-21_(INF),145_CCL19_(INF),148_IL-15RA_(INF),149_IL-10RB_(INF),151_IL-18R1_(INF),152_PD-L1_(INF),153_Beta-NGF_(INF),154_CXCL5_(INF),155_TRANCE_(INF),156_HGF_(INF),157_IL-12B_(INF),161_MMP-10_(INF),162_IL-10_(INF),164_CCL23_(INF),165_CD5_(INF),166_MIP-1 alpha_(INF),167_Flt3L_(INF),168_CXCL6_(INF),169_CXCL10_(INF),170_4E-BP1_(INF),173_CCL28_(INF),174_DNER_(INF),175_EN-RAGE_(INF),176_CD40_(INF),179_FGF-19_(INF),183_MCP-2_(INF),184_CASP-8_(INF),185_CCL25_(INF),186_CX3CL1_(INF),187_TNFRSF9_(INF),188_NT-3_(INF),189_TWEAK_(INF),190_CCL20_(INF),191_ST1A1_(INF),192_STAMPB_(INF),194_ADA_(INF),195_TNFB_(INF),196_CSF-1_(INF),miR-16-5p,miR-19b-3p,miR-20b-5p,miR-21-5p,miR-24-3p,miR-26a-5p,miR-27b-3p,miR-28-5p,miR-29a-3p,miR-30b-5p,miR-92a-3p,miR-93-5p,miR-99b-5p,miR-122-5p,miR-126-3p,miR-126-5p(*),miR-130a-3p,miR-140-5p,miR-143-3p,miR-145-5p,miR-150-5p,miR-191-5p,miR-192-5p,miR-197-3p,miR-221-3p,miR-222-3p,miR-223-3p,miR-223-5p(*),miR-320a,miR-324-5p,miR-375,miR-486-5p,hsa-miR-574-3p,miR-885-5p,let-7b-5p,let-7d-5p,RNY4-3p,RNY4-5p,RNY5-5p
148_IL-15RA_(INF),0.325715425,0.045695774,0.406575959,0.311397759,0.128907392,0.025588885,0.039996077,0.203905968,0.286787343,0.368562761,0.263946271,0.174067876,0.410996311,0.306881552,0.11439264,0.312038051,0.441747072,0.087471608,0.306036583,0.284347023,0.373085611,0.14015267,0.47686061,0.146933624,0.170149886,0.10696412,0.160858383,0,0.271858491,0.238940419,0.127179756,0.103056992,0.146594813,0.319346991,0.192219382,0.24376475,0,0.095704922,0.279867196,0.338548145,0.380647315,0.415757056,0.099323645,0.203836371,0.27652781,0.204483306,0.122302962,0.130077253,0.161576496,0.002106888,0.262109862,0.096573934,0.249648219,0.14844008,0.111703669,0.274074203,0.296760264,0.317751324,0.23638811,0.218214684,0.051899996,0.185720031,0.002966726,0.121627555,0.221619963,0.276118138,0.228747952,0.372199515,0.483421068,0,0.290044908,0.142568073,0.287416246,0.369634237,0.267486856,0.409729331,0.429377171,0.263795056,0.197268183,0.310572087,0.306854036,0.390873631,0.10147208,0.13247455,0.47492202,0.269318836,0.295031097,0.134480522,0.298915237,0.297621368,0.155880306,0.345530613,0.360966766,0.532237604,0.312001038,0.358172259,0.312730856,0.343249416,0.131991363,0.379093977,0.313614737,0.411776746,0.103167608,0.162035836,0,0.426185836,0.277748287,0.42292016,0.460624601,0.097181642,0,0.422059372,0.261603703,0.378179788,0.323880278,0.294950744,0.46275996,0.351904741,0.206905911,0.307482617,0.389449109,0.421210923,0.338524103,0.100037962,0.219196725,0.512324031,0.059311434,0.353662379,0.395840302,0.352016096,0.492719214,0.459640121,0.037665161,0.241633186,0.255652851,0.109153766,0.268838617,0.31810785,0.166397031,0.551598198,0.109397921,0.112263666,0.126052853,0.035204936,0.023265344,0.096540331,0.027519969,0.080982644,0.074763286,0.090151388,0.034026532,0.020080751,0.017877935,0.076164158,0.04872425,0.060277909,0.068814442,0.115287804,0.089201937,0.071164945,0.060041949,0.03081048,0.098974219,0.036458847,0.028429558,0.022793771,0.058575499,0.012036775,0.013444323,0.096343838,0.154219845,0.037309181,0.076183277,0.065682281,0.056351199,0.088683691,0.07131561,0.076126754,0.150424554
149_IL-10RB_(INF),0.314418705,0,0.277861624,0.373034651,0,0,0,0.096053896,0.161268048,0.310439644,0.309593425,0.246514553,0.35223377,0.408064622,0.131820695,0.308413443,0.621499112,0,0.151015532,0.28545646,0.385851616,0.141615451,0.606844271,0.038051404,0.119880715,0.257987762,0.232401068,0,0.331856154,0.357189883,0.046226086,0.028975524,0.158818582,0.28496638,0.034955542,0.261491971,0,0.19387186,0.328782357,0.4654779,0.345675653,0.335061716,0.109534348,0.273075501,0.314960372,0.321396668,0.191168498,0.170842158,0.073956806,0,0.337828786,0.065491511,0.385891394,0,0,0.207233911,0.307551686,0.244795079,0.214848635,0.171328348,0.099925742,0.082287463,0,0.083961018,0.061095401,0.23446798,0.15555242,0.328885221,0.587993764,0.006068813,0.214098503,0.135635136,0.345594543,0.529926943,0.364171575,0.557878263,0.530811697,0.551331645,0.156043643,0.60969214,0.096095495,0.364530511,0,0.364893798,0.494122851,0.38532269,0.163572385,0.006755609,0.335420652,0.257713665,0.341865339,0.364527403,0.350019816,0.632462041,0.476477188,0.373541201,0.113652322,0.548501489,0.158015556,0.192992799,0.289785445,0.455281323,0.194274615,0.187367817,0.426185836,0,0.065557705,0.462297821,0.471365381,0.060633912,0.024092991,0.579203408,0.381301054,0.386368421,0.310514183,0.471646315,0.683277113,0.287477689,0.313141763,0.381884364,0.363703249,0.566808464,0.460132707,0.291953977,0.290092483,0.641205472,0.151119018,0.330984452,0.225859794,0.453577698,0.556646072,0.672736206,0,0.450405699,0.198300602,0,0.232915699,0.397098896,0.189162808,0.720232286,0.046735579,0.118286938,0.153925274,0.142980203,0.154463378,0.130140604,0.010646279,0.147943159,0.101066593,0.104921353,0.110269519,0.007252072,0.038398823,0.055247671,0.116251099,0.112619037,0.161882601,0.063108068,0.080031739,0.123735838,0.003364692,0.132486303,0.014486989,0.020505953,0.152490358,0.043188111,0.126338979,0.082152854,0.024425938,0.115336462,0.144414419,0.065027214,0.133854911,0.027041777,0.001873164,0.18696041,0.157772975,0.205835153,0.169730605
151_IL-18R1_(INF),0.27691192,0.124286432,0.173503878,0.138557814,0.267438809,0.094156974,0.073717204,0.349960509,0.271225816,0.25279298,0.07854497,0.21163748,0.218734467,0.038323014,0.147405041,0.024112881,0.207824368,0.046709063,0.121365871,0.114404378,0.17859735,0.170177428,0.196650118,0,0.12931871,0.047754483,0.233318453,0,0.176385932,0.150506807,0.053409641,0.108638586,0.211894173,0.189789003,0.245863497,0.123086277,0,0.055887256,0.037918395,0.076335416,0.169459867,0.196347431,0.228413306,0,0.216371394,0.135890501,0.096322088,0,0.142787043,0,0.114051347,0.296887404,0.018270771,0.061047854,0.033537202,0.123302571,0.068106305,0.255171902,0.32179445,0,0.266172744,0.068548063,0.111219638,0.125832836,0.160451041,0.03937496,0.194973219,0.152846882,0.258507986,0.047200941,0.19274469,0.183178886,0.139697086,0.170037583,0.067823818,0.106194224,0.170014275,0.035625245,0.123335979,0.035125221,0.09933428,0.266255408,0.127666203,0.082044518,0.16152008,0,0.281139284,0.197767947,0.156834024,0.105040657,0.030934839,0.265838359,0.218846806,0.2052767,0,0.031025893,0.386957325,0.171877634,0.024222424,0.126274849,0.027399553,0.224624745,0.170507773,0.168657777,0.277748287,0.065557705,0,0.230428319,0.151596045,0.041984161,0.068958118,0.218032444,0.234298923,0.05005074,0.221204953,0.104622364,0.04958459,0.300435742,0.065261855,0.145289028,0.251161764,0.13254354,0,0,0.090887704,0.133922413,0,0.077803791,0.271766381,0,0.113543865,0.163749833,0.096016968,0,0.19943863,0.073888117,0.123911364,0.112713806,0.146230652,0.144059012,0.119352602,0.011891052,0.036878636,0.092677985,0.003928907,0.011289432,0.019887514,0.025313098,0.069460643,0.016017298,0.079068896,0.063864976,0.002337164,0.033591325,0.01881932,0.049499483,0.088475223,0.073683307,0.074392172,0.03210666,0.056793082,0.007907576,0.077499488,0.006009703,0.031672008,0.012715064,0.01968091,0.13237854,0.060488105,0.070081283,0.066465714,0.100555197,0.05512125,0.012854231,0.071173528,0.08886096,0.005168873,0.010258468,0.054847161
152_PD-L1_(INF),0.354819352,0.07372068,0.430599894,0.493961253,0.176914546,0,0,0.196699841,0.241698286,0.407065817,0.333554807,0.162905168,0.439725879,0.404724187,0.223740613,0.320427075,0.570258289,0.072697888,0.233296699,0.257931202,0.43705235,0.169008633,0.581289898,0.347937727,0.15743225,0.164007148,0.261092324,0,0.448701763,0.355775582,0.204965059,0.148101452,0.217578102,0.283100224,0.268135238,0.241904324,0,0.052276454,0.395164682,0.453848376,0.310882797,0.422687144,0.16297478,0.157407389,0.455293443,0.234232108,0.158401532,0.169466393,0.176938475,0.141060732,0.317425997,0.09330889,0.425532837,0.094252068,0.058061693,0.219492117,0.195094418,0.380826513,0.164709171,0.150068078,0,0.133092512,0.01295883,0.220810701,0.201389937,0.217465605,0.316328679,0.265592231,0.560839562,0,0.247446179,0.32114724,0.298550629,0.347616083,0.211209243,0.268481432,0.422591427,0.22765317,0.206929144,0.326634957,0.167098793,0.415550689,0.096869055,0.156272157,0.429071542,0.380943051,0.349658754,0.171989821,0.304396779,0.147165439,0.192529036,0.361642242,0.476169573,0.534032176,0.257659592,0.257469713,0.176258206,0.267618743,0.098236839,0.232839332,0.228802075,0.341834262,0.164904643,0.153900072,0.42292016,0.462297821,0.230428319,0,0.393254397,0.00066644,0.073110276,0.290569199,0.324593839,0.294862135,0.300897858,0.406814717,0.371779463,0.494900701,0.189286804,0.313620034,0.433412335,0.479273781,0.24640796,0,0.246767207,0.487134322,0.068369214,0.276864684,0.343645512,0.224459106,0.460206669,0.49059347,0.085442054,0.156932226,0.218502634,0,0.236564725,0.183894063,0.11437268,0.432629203,0.075266668,0.068072569,0.096065868,0.049375246,0.094354848,0.127395036,0.043503851,0.045475168,0.06417714,0.138737995,0.006576319,0.072394766,0.027620239,0.12327424,0.09898251,0.060321822,0.102865257,0.052212799,0.087840303,0.16034008,0.108889185,0.046821526,0.122811997,0.085223427,0.053909044,0.052291725,0.148496733,0.001439707,0.004780204,0.02480654,0.075769754,0.071361238,0.13262747,0.103533794,0.041224702,0.124410904,0.086483986,0.089580985,0.200019013
153_Beta-NGF_(INF),0.236421151,0,0.315775203,0.24750155,0.035774724,0,0,0.153554188,0.254573053,0.283269903,0.215833456,0.188885293,0.207454245,0.203345594,0.103892994,0.230418686,0.373147459,0.009058704,0.333721999,0.320347829,0.30600966,0.07173451,0.378269832,0.162094066,0.104161497,0.190791227,0.241765722,0.086073612,0.283383644,0.145578663,0.128230734,0.132994778,0.142758763,0.305636739,0.216898144,0.208838712,0,0.057064442,0.31552286,0.218535886,0.299212563,0.329470706,0.092357633,0.112424482,0.245744162,0.258310338,0.097505178,0.127823299,0.079069856,0.020800725,0.295428042,0.048939748,0.211727291,0.093651045,0,0.21416992,0.286935711,0.237212364,0.22189217,0.262526087,0.071401368,0.112320685,0,0.069077763,0.082515951,0.269484277,0.256835127,0.38631528,0.573072906,0.094850871,0.365833277,0.196251044,0.355210918,0.416941372,0.362587285,0.538216965,0.486200778,0.456294423,0.223177219,0.445542505,0.252623059,0.373276739,0.018072597,0.177813285,0.44982674,0.294439492,0.285122696,0.104623608,0.354066363,0.267080494,0.239299475,0.298713471,0.309602718,0.609604504,0.4214621,0.373985909,0.220995918,0.408702005,0.151249451,0.249475569,0.172891046,0.525285327,0.139731892,0.193505777,0.460624601,0.471365381,0.151596045,0.393254397,0,0.089398509,0,0.502105214,0.234588868,0.255359294,0.3832543,0.442012192,0.434733095,0.315176044,0.139645809,0.369503405,0.355545304,0.442221338,0.490077286,0.233732705,0.363906491,0.524717555,0.140906902,0.279297679,0.334667244,0.374641317,0.5162072,0.47475181,0.117040716,0.330481321,0.322327726,0.007568203,0.20891112,0.303327119,0.219337665,0.575183636,0.037364097,0.052184657,0.074747393,0.010832291,0.013614581,0.100806614,0.031459392,0.141784165,0.062011401,0.082622367,0.029580052,0.048729352,0.002907213,0.079988318,0.009395675,0.018939607,0.091295608,0.023563661,0.051006804,0.038762944,0.094654793,0.005885123,0.015499417,0.142733445,0.081804353,0.020278414,0.037917309,0.125190302,0.083871586,0.126658494,0.066079962,0.034245631,0.049157187,0.032292675,0.029166682,0.07612805,0.036802952,0.062719731,0.09323053
154_CXCL5_(INF),0,0.48861476,0.005705217,0,0.037889494,0.588764156,0.60815664,0.058669553,0,0.050745305,0,0.108148016,0.17166538,0.039515738,0,0.069683137,0,0.634432926,0,0.09750207,0.034280867,0.006230413,0,0,0.519555404,0.019768357,0.067440021,0.20969301,0.015290204,0.000336095,0,0,0,0,0,0.027249141,0.009623899,0.12442444,0.01767068,0,0.132534838,0.085630459,0.019426514,0.081333793,0,0.10541451,0.052516988,0.229620947,0.484769385,0,0.036495393,0,0.159460627,0.003387516,0.002871643,0.145674068,0.141193119,0,0.062279113,0.040563147,0.057196518,0.006551141,0.496428432,0,0.05470168,0,0.178463099,0.123314069,0.054078281,0.071889547,0.031043975,0,0.077196863,0.126519321,0.388419795,0.140490164,0.254166881,0.116145917,0.031162776,0.065368448,0.027312707,0.139249582,0.490856134,0.090066658,0.087666293,0.010435712,0.039988725,0.527728888,0.116119191,0.140734426,0.054587628,0.021068917,0.010362555,0.069197719,0.140664504,0.127706451,0.169342397,0.073865751,0,0.201568186,0.288196804,0.051884577,0.023354298,0.03179442,0.097181642,0.060633912,0.041984161,0.00066644,0.089398509,0,0.018380783,0.075738433,0.135333606,0.110589402,0.065738416,0.039177002,0.125823513,0,0.143631397,0.203286859,0.091972281,0.11485064,0,0.133255196,0.051266461,0.121220121,0.02886513,0.053428157,0.310490668,0.04668358,0.066599707,0.075544825,0,0.15023271,0.073927283,0.396830486,0.510472927,0.144425096,0.098539721,0.05944585,0.281611745,0.434034912,0.416984116,0.422584965,0.453208028,0.456849282,0.279820289,0.110067033,0.35278371,0.486921617,0.29944972,0.422607273,0.352643454,0.075501718,0.465197102,0.245174666,0.438054251,0.391371196,0.227136654,0.442260041,0.247746576,0.430838826,0.063060375,0.403925749,0.43549092,0.464404068,0.474212606,0.268181487,0.438241255,0.223708451,0.040857811,0.221834964,0.39719396,0.04725327,0.395924445,0.425825077,0.293631863,0.363722069,0.092395191
155_TRANCE_(INF),0,0.072672629,0,0,0.082776996,0.04494981,0.015329672,0,0,0,0,0.000721446,0,0.032651826,0.131673703,0,0,0.002917326,0,0,0,0.088406851,0,0,0,0.039230765,0.025193418,0,0,0.041618077,0,0,0,0,0,0,0.034728333,0.080699829,0,0.062204218,0.042402764,0,0,0.058255923,0,0,0,0.014377482,0.041365113,0.051574431,0,0.037823611,0.002560565,0.041689864,0.063655811,0.033679533,0,0,0.012162645,0,0.016302062,0.009060729,0.046263423,0,0.05846942,0,0.047981654,0,0,0,0,0,0.01226209,0.136835232,0.037644299,0,0,0.094781926,0,0.004477376,0,0,0.066560589,0.367089056,0,0,0,0.0132668,0.006616386,0.167237261,0.041727778,0.112700132,0.102401165,0,0.085308815,0,0,0,0,0.041787853,0,0,0,0.05911799,0,0.024092991,0.068958118,0.073110276,0,0.018380783,0,0,0.155168623,0,0.056837593,0,0.14083698,0.017775719,0.085319381,0.067416403,0,0,0,0.006628506,0,0,0,0.013076611,0,0,0.001451127,0.123314069,0.048320365,0.129360974,0,0,0.071730781,0.055137375,0.189251065,0,0.005752137,0.000384551,0.02524824,0.067110579,0.03465249,0.00508462,0.047669563,0.008072653,0.041577339,0.027964636,0.033458508,0.069233932,0.054284849,0.123796927,0.048737253,0.032078175,0.0301592,0.06544815,0.00726357,0.012761395,0.024171628,0.002423649,0.047019394,0.036421661,0.03404761,0.017075024,0.058513523,0.041478996,0.056080784,0.007918215,0.02835347,0.031390584,0.010521536,0.023653404,0.005905202,0.038868991,0.010856315,0.068614807,0.172353994
156_HGF_(INF),0.354730783,0,0.345478938,0.258325876,0.117138818,0,0,0.253933495,0.376937885,0.320913114,0.141758404,0.148653703,0.175217758,0.235571825,0.072936247,0.187542468,0.414136699,0,0.168787367,0.336476638,0.347116059,0.037775132,0.357323823,0.030408088,0.085982868,0.12664456,0.217168822,0,0.176853947,0.193447353,0.072661731,0.023507463,0.226736718,0.312459319,0.114456898,0.272340848,0,0.122730449,0.267649198,0.146235003,0.255153877,0.339488282,0.187274587,0.226071055,0.235101945,0.33868122,0.127348758,0.060846166,0.006640315,0,0.299030764,0.254863931,0.240199456,0.031685341,0,0.31951777,0.338473317,0.215404287,0.277264952,0.281261582,0.1682861,0.077862762,0,0.075304602,0.096361866,0.317849573,0.187696298,0.461160103,0.596482055,0,0.270907743,0.20208527,0.421287138,0.421313864,0.370551312,0.723977339,0.578592129,0.609840998,0.12799138,0.639131412,0.139461451,0.387452066,0,0.252324343,0.54163043,0.297577618,0.242363638,0.041334347,0.362242955,0.268019632,0.132271618,0.343764125,0.324238846,0.617046753,0.441901248,0.429535517,0.297123276,0.574469493,0.206301476,0.173784201,0.225460087,0.505125248,0.204070302,0.287292782,0.422059372,0.579203408,0.218032444,0.290569199,0.502105214,0.075738433,0,0,0.292081392,0.325151355,0.341689325,0.3871904,0.458718406,0.283853834,0.280289026,0.400861975,0.440656004,0.515328973,0.493964671,0.275293135,0.402068683,0.576489479,0.133064385,0.375512086,0.289289289,0.455341301,0.411590585,0.520943601,0.046241298,0.341388001,0.357295233,0,0.175803554,0.367526305,0.16685222,0.675976885,0.063496416,0.151285569,0.171546498,0.038837417,0.178579411,0.184737251,0.001951412,0.148873219,0.081200005,0.128308098,0.139646055,0.073129548,0.096882502,0.102134404,0.129227166,0.138751687,0.206946629,0.135976114,0.231987556,0.195273644,0.095484297,0.180948648,0.00565913,0.031853724,0.201723702,0.05759616,0.140051026,0.040675231,0.013686481,0.19263584,0.089467387,0.084862049,0.116960051,0.087105693,0.022600314,0.2447896,0.15606283,0.20566939,0.059544483
157_IL-12B_(INF),0.281063146,0.100386657,0.197984862,0.333153606,0.197580865,0,0.038294734,0.311774388,0.108655499,0.295142136,0.203175915,0.199752194,0.325738705,0.270363748,0.187302556,0.217732554,0.362210635,0.01568954,0.15705933,0.204045752,0.263186894,0.22962219,0.421824454,0,0.155472864,0.177635526,0.309167363,0.072616467,0.28311048,0.275666677,0.065299771,0.066789449,0.033806015,0.159345332,0,0.119969595,0,0.172718259,0.222492883,0.329432482,0.307462495,0.285282431,0.180337956,0.276129409,0.371154821,0.271380267,0.140447278,0.112537912,0.161117015,0,0.217823919,0.099007426,0.283079403,0.18655858,0.06533302,0.254521155,0.229243675,0.275727276,0.271296982,0.213605893,0.169290188,0.082647722,0.005453495,0.144756684,0.185907212,0.197578379,0.268110376,0.222972707,0.306770107,0.081302135,0.096706703,0.063448091,0.257013196,0.427459904,0.150910182,0.250897923,0.244158939,0.331254509,0.116796023,0.276300331,0.069499152,0.430360603,0.031415421,0.157802995,0.41472436,0.174362527,0.17553039,0.10053267,0.328660537,0.328101156,0.167437084,0.33057424,0.280892641,0.32062783,0.180398245,0.103582538,0.237189367,0.276732919,0.037595707,0.14702482,0.091180447,0.237312741,0.019432107,0.321628811,0.261603703,0.381301054,0.234298923,0.324593839,0.234588868,0.135333606,0.155168623,0.292081392,0,0.135129743,0.293520221,0.242950677,0.46486631,0.378264239,0.329226754,0.229612867,0.448910598,0.296548668,0.134254312,0.040659361,0.03818348,0.379400403,0.073161242,0.23768473,0.238805619,0.248573696,0.359509137,0.496402949,0.109351529,0.327572541,0.127837284,0.016712805,0.166676326,0.283874345,0.325425762,0.346523426,0.029229321,0.022185043,0.01158252,0.047405302,0.094409931,0.067526384,0.017263439,0.094718971,0.072996934,0.052415975,0.01349858,0.000906723,0.024104883,0.032106317,0.065115764,0.064421296,0.045600443,0.005805331,0.030027067,0.040147739,0.035302157,0.018061026,0.053752556,0.036208537,0.031338936,0.019987727,0.058989192,0.051481782,0.077330272,0.049353282,0.00757399,0.006823078,0.062601382,0.010995997,0.004924862,0.076325388,0.052528873,0.058513866,0.019391596
161_MMP-10_(INF),0.199078762,0,0.316324018,0.210367375,0.089469364,0,0,0.085515785,0.221454921,0.262898502,0.309056109,0.184142988,0.192633765,0.289383934,0.097769019,0.273965227,0.322075383,0.010631185,0.089817423,0.285040343,0.344209454,0.12184352,0.336251954,0.31095272,0.042854619,0.130397382,0.172656727,0,0.263603011,0.202436911,0.055305001,0.077478838,0.133779149,0.22737379,0.134648676,0.23187898,0,0.076601744,0.202402105,0.334212079,0.214085392,0.275249006,0.062495096,0.135181019,0.166566626,0.316515139,0.237783554,0.139586453,0.01093729,0.013778633,0.13011272,0.018644624,0.242362395,0,0.101283483,0.370339679,0.274030488,0.128661438,0.060421969,0.150325297,0,0.081506744,0,0.160772063,0.083851006,0.227998121,0.166124404,0.367943976,0.375733041,0,0.271174711,0.15493668,0.270185679,0.111343323,0.095490475,0.353897928,0.213802283,0.323398318,0.165926779,0.33808175,0.269470584,0.136110213,0,0.186123817,0.370781901,0.280577728,0.122878996,0.049623125,0.121992377,0.048372598,0.11356624,0.205945471,0.250749365,0.46441228,0.285623342,0.416987055,0.066365699,0.265902377,0.059592211,0.279421115,0.264189429,0.206790135,0.134725435,0.118180509,0.378179788,0.386368421,0.05005074,0.294862135,0.255359294,0.110589402,0,0.325151355,0.135129743,0,0.186285496,0.27092375,0.337443745,0.135584706,0.202636112,0.188182027,0.180335159,0.237723265,0.355217444,0.179993005,0.314385142,0.380653416,0.098931288,0.201882502,0.152363728,0.303340792,0.30762254,0.372554205,0.00500046,0.21387003,0.257796951,0,0.07534438,0.233416655,0,0.393082854,0.09038085,0.106519779,0.10746066,0.123057683,0.109403988,0.113811682,0.057234775,0.061370971,0.088060665,0.105879727,0.128210426,0.081032663,0.008168407,0.113634554,0.081075061,0.11456736,0.098397876,0.096506523,0.043079493,0.122089871,0.063317235,0.094544627,0.03425748,0.099636967,0.12305084,0.037974966,0.133196375,0.075679493,0.008104056,0.017158421,0.026423336,0.081307913,0.125242747,0.085050121,0.050664994,0.118311627,0.063176868,0.114978852,0.190312748
162_IL-10_(INF),0.15643256,0.020799455,0.218434185,0.212781968,0.13938749,0,0.025083026,0.200466048,0.280284056,0.181472003,0.096421611,0.124594277,0.180105588,0.143740703,0.152311367,0.060487219,0.265182945,0.036663063,0.236413609,0.186967449,0.215168648,0.038912725,0.283264271,0.091389579,0.140954572,0.122700485,0.15777201,0,0.212902055,0.14447251,0.120400119,0.055066471,0.068187804,0.18369909,0.160660984,0.080248814,0,0.085420685,0.173784273,0.153295261,0.217488543,0.207677509,0.093784411,0.022084313,0.276659827,0.10239364,0.011509804,0.084258072,0.169611033,0,0.20953054,0.034085436,0.087151122,0.043094118,0,0.288053621,0.153523519,0.193321059,0.129554194,0.164970576,0.005389155,0.071067617,0.058910731,0.146370065,0.089459416,0.148231875,0.167800956,0.374731922,0.364461862,0.043279089,0.196818478,0.074523802,0.248935526,0.335448904,0.29069521,0.302223199,0.37364111,0.300321568,0.214698376,0.365685615,0.146249104,0.31318211,0.096293577,0.127097281,0.325025209,0.19979601,0.269585698,0.146153094,0.380458762,0.22074875,0.045331238,0.345098778,0.238300127,0.401940134,0.293446225,0.258490397,0.214854793,0.226649919,0.165711641,0.136759317,0.220830898,0.345092194,0.088213402,0.262976552,0.323880278,0.310514183,0.221204953,0.300897858,0.3832543,0.065738416,0.056837593,0.341689325,0.293520221,0.186285496,0,0.387329402,0.329633018,0.329779129,0.093400009,0.320545951,0.282118903,0.356216341,0.285908368,0.149847242,0.288544313,0.311561413,0,0.235538514,0.222662967,0.093545806,0.268251265,0.379414668,0,0.201295993,0.285789222,0.015322072,0.225494832,0.229786591,0.269510762,0.41483297,0.017845886,0.02540302,0.000126076,0.071599119,0.024827708,0.004737566,0.043823164,0.114562781,0.057658519,0.000517295,0.038283767,0.074286902,0.044468451,0.018587095,0.038510123,0.002121652,0.066772031,0.038007895,0.013018778,0.021406151,0.048178689,0.018520247,0.005927153,0.083917202,0.051143053,0.109354508,0.05382061,0.088037892,0.071645191,0.087621563,0.074270969,0.013834465,0.057334867,0.045725225,0.03456972,0.000273801,0.005923341,0.003386572,0.040195696
